merchant_id,merchant_name,category,city
1698,Kent-Rogers,Supermarket,Hai Phong
1699,Soto LLC,Airline,Hai Phong
1700,Olsen-Berry,Coffee,Hai Phong
1701,"Stevens, Henry and Bates",Fuel,Da Nang
1702,Martinez Inc,Shopping,Da Nang
1703,Rogers-Brock,Shopping,Hue
1704,"King, Odonnell and Robinson",Airline,Hue
1705,Castillo Inc,Coffee,Da Nang
1706,Garcia Ltd,Hospital,Hanoi
1707,Carey-Beasley,Restaurant,Can Tho
1708,Sullivan-Hawkins,Airline,Hue
1709,Bauer Group,Fuel,Can Tho
1710,Mora-Ortiz,Coffee,Hai Phong
1711,Rich and Sons,Hospital,Da Nang
1712,"Lopez, Howe and Pineda",Airline,Hanoi
1713,"Rodriguez, Williams and Ibarra",Coffee,Ho Chi Minh
1714,"Sullivan, Campbell and Hernandez",Shopping,Hue
1715,Park-Cardenas,Supermarket,Da Nang
1716,Ryan PLC,Shopping,Da Nang
1717,"Mcgrath, Thomas and Palmer",Shopping,Da Nang
1718,Smith PLC,Airline,Can Tho
1719,Todd-Walker,Restaurant,Da Nang
1720,Chapman and Sons,Coffee,Can Tho
1721,Dixon-Williamson,Restaurant,Hai Phong
1722,Simon Inc,Restaurant,Hai Phong
1723,Williams and Sons,Fuel,Can Tho
1724,Bonilla-Harris,Airline,Hanoi
1725,"Nichols, Walker and Mendoza",Hotel,Hai Phong
1726,Gray Inc,Airline,Hanoi
1727,White Group,Fuel,Hue
1728,Torres-Davidson,Coffee,Ho Chi Minh
1729,"Thompson, Dean and Smith",Fuel,Ho Chi Minh
1730,Rogers-Ramirez,Shopping,Hanoi
1731,Bush-Torres,Hotel,Can Tho
1732,"Pham, Coffey and Stephens",Shopping,Da Nang
1733,"Smith, Knight and Jacobson",Supermarket,Da Nang
1734,"Porter, Cox and Lee",Restaurant,Da Nang
1735,Barrett LLC,Shopping,Can Tho
1736,Whitney-Jones,Coffee,Da Nang
1737,"Black, Barnes and Yang",Fuel,Da Nang
1738,Carroll-Hale,Coffee,Da Nang
1739,Bowman Ltd,Fuel,Hue
1740,Trevino-Guerrero,Fuel,Hue
1741,Rojas-Chandler,Coffee,Hai Phong
1742,"Hall, Johnson and Duncan",Supermarket,Hai Phong
1743,"Donaldson, Simmons and Morse",Hotel,Hai Phong
1744,Chavez-Mckay,Restaurant,Can Tho
1745,Schroeder-Diaz,Restaurant,Da Nang
1746,Campbell-Hayes,Hospital,Hue
1747,Hayes LLC,Hotel,Hanoi
1748,"James, Craig and Best",Shopping,Hanoi
1749,Ruiz LLC,Shopping,Hai Phong
1750,Arnold Group,Fuel,Hai Phong
1751,Wilson Ltd,Hospital,Da Nang
1752,"Barnett, Sanchez and White",Airline,Hanoi
1753,"Ramirez, Bell and Matthews",Shopping,Hanoi
1754,Mcclure LLC,Shopping,Ho Chi Minh
1755,Vasquez Ltd,Supermarket,Hanoi
1756,"Price, Jones and Contreras",Shopping,Ho Chi Minh
1757,"Dean, Park and Jones",Fuel,Hue
1758,Martin-Brooks,Airline,Hai Phong
1759,Bullock-Matthews,Airline,Can Tho
1760,"Wyatt, Nelson and Ball",Restaurant,Hanoi
1761,Bryant PLC,Coffee,Ho Chi Minh
1762,Cobb-Jordan,Supermarket,Da Nang
1763,Wong-Montoya,Airline,Ho Chi Minh
1764,"Strickland, Woods and Avila",Coffee,Hanoi
1765,"Stewart, Farmer and Roman",Supermarket,Da Nang
1766,"Greene, Davis and Hernandez",Supermarket,Hue
1767,"Williams, Brown and Collins",Hotel,Hue
1768,"Murphy, Johnson and Johnson",Coffee,Hanoi
1769,Hansen-Hendricks,Supermarket,Hai Phong
1770,Mendoza Ltd,Coffee,Ho Chi Minh
1771,Campbell-Shepherd,Shopping,Hanoi
1772,Hudson-Brewer,Restaurant,Hai Phong
1773,Lewis-Steele,Restaurant,Hai Phong
1774,"Barton, Garcia and Kelly",Restaurant,Da Nang
1775,Wolf Ltd,Supermarket,Da Nang
1776,Haynes and Sons,Hotel,Hai Phong
1777,Russell-Bennett,Airline,Hanoi
1778,Drake PLC,Airline,Da Nang
1779,"Martin, Johnson and Nelson",Shopping,Hue
1780,Krueger-Woods,Supermarket,Hanoi
1781,Greene and Sons,Shopping,Ho Chi Minh
1782,Walker LLC,Fuel,Hue
1783,"Hughes, Kirby and Pierce",Supermarket,Hanoi
1784,Mullins LLC,Fuel,Can Tho
1785,"Dorsey, Atkinson and Mullen",Coffee,Ho Chi Minh
1786,Smith-Pierce,Restaurant,Hue
1787,"Bauer, Stewart and Hernandez",Shopping,Can Tho
1788,Flowers-Davis,Fuel,Hanoi
1789,"Williams, Lester and Harris",Restaurant,Hue
1790,Johnson-Castro,Airline,Da Nang
1791,Quinn-Williams,Supermarket,Hanoi
1792,"Dixon, Haas and Stevenson",Hospital,Can Tho
1793,Hoffman-Robertson,Supermarket,Hue
1794,"White, Walker and Carson",Hotel,Ho Chi Minh
1795,Zamora-Perez,Hotel,Da Nang
1796,Flowers Group,Coffee,Hanoi
1797,"Kelly, Jackson and Jones",Fuel,Hue
1798,"Hall, Gonzales and Wiggins",Hospital,Ho Chi Minh
1799,Chen-Compton,Supermarket,Can Tho
1800,"Williamson, Davis and Boyd",Coffee,Ho Chi Minh
1801,"Perez, Manning and Wright",Airline,Da Nang
1802,Travis and Sons,Hospital,Can Tho
1803,"Johnston, Bowen and Hayes",Airline,Da Nang
1804,Barrett Inc,Shopping,Hanoi
1805,Vargas-Martin,Supermarket,Hue
1806,Wilson PLC,Coffee,Da Nang
1807,"Dorsey, Johnson and Figueroa",Supermarket,Da Nang
1808,Conley-Cooper,Airline,Ho Chi Minh
1809,Deleon-Pena,Coffee,Hai Phong
1810,Gonzalez-Crosby,Coffee,Hue
1811,Andrews and Sons,Hospital,Ho Chi Minh
1812,Herrera PLC,Supermarket,Hanoi
1813,Rhodes-Black,Airline,Hai Phong
1814,Gibson Group,Hospital,Ho Chi Minh
1815,Smith-Tran,Shopping,Da Nang
1816,"Wallace, Williams and Moore",Restaurant,Ho Chi Minh
1817,Cook LLC,Hotel,Hai Phong
1818,"Johnson, Baker and Hopkins",Shopping,Hai Phong
1819,Garcia PLC,Supermarket,Hai Phong
1820,"Rollins, Meyer and Mercer",Restaurant,Ho Chi Minh
1821,Ruiz-Aguilar,Hospital,Can Tho
1822,"Carney, Jackson and Higgins",Supermarket,Da Nang
1823,Arnold Group,Fuel,Hai Phong
1824,Ramos and Sons,Coffee,Hanoi
1825,"Miller, Mendez and Schaefer",Shopping,Ho Chi Minh
1826,"Cordova, Edwards and Gutierrez",Airline,Can Tho
1827,"Andrews, Padilla and Hurst",Shopping,Can Tho
1828,"Jones, Coleman and Leonard",Shopping,Hue
1829,Santana Group,Airline,Can Tho
1830,Holt-Rogers,Shopping,Da Nang
1831,Martin-Mccarthy,Airline,Hanoi
1832,Williams-Fritz,Hospital,Da Nang
1833,Bird and Sons,Hotel,Hue
1834,"Reyes, Henderson and Stevens",Coffee,Hanoi
1835,"Nixon, Estrada and Thompson",Shopping,Ho Chi Minh
1836,"Griffin, Matthews and Monroe",Restaurant,Ho Chi Minh
1837,Lawrence LLC,Coffee,Ho Chi Minh
1838,Meyers-Thornton,Restaurant,Hanoi
1839,Maldonado-Munoz,Hospital,Hai Phong
1840,Garner-Martinez,Shopping,Can Tho
1841,Weaver Inc,Hotel,Hanoi
1842,Mills-Rivera,Airline,Ho Chi Minh
1843,"Hall, Silva and Zimmerman",Restaurant,Can Tho
1844,"Harding, Ball and Mooney",Fuel,Ho Chi Minh
1845,"Morris, Quinn and Wade",Airline,Da Nang
1846,Martinez Group,Airline,Hue
1847,Smith-Meyer,Hotel,Can Tho
1848,"Carrillo, Mullen and Perry",Airline,Hai Phong
1849,Thomas-Thomas,Restaurant,Ho Chi Minh
1850,Garcia Group,Airline,Hai Phong
1851,"Whitney, Foster and Phillips",Coffee,Hai Phong
1852,Hernandez Group,Fuel,Hue
1853,Lee LLC,Airline,Hue
1854,Barron Ltd,Hotel,Hue
1855,Jimenez Ltd,Hotel,Hanoi
1856,Benson Ltd,Restaurant,Hanoi
1857,"Andrade, Luna and Welch",Supermarket,Hue
1858,Avila-Schaefer,Hotel,Ho Chi Minh
1859,Robinson-Taylor,Shopping,Hanoi
1860,"Ellis, Berg and Hernandez",Hotel,Da Nang
1861,"Blevins, Carney and Tyler",Restaurant,Hanoi
1862,Smith-Ward,Supermarket,Da Nang
1863,"Johnson, Conley and Fowler",Hospital,Hanoi
1864,Delgado Inc,Airline,Hue
1865,"Garcia, Jones and Schmidt",Supermarket,Can Tho
1866,"Sharp, Williams and Ramsey",Shopping,Hai Phong
1867,Tyler Ltd,Hotel,Hanoi
1868,Parsons-Robertson,Shopping,Da Nang
1869,Cox-Garcia,Restaurant,Hue
1870,Cole-Green,Hotel,Can Tho
1871,"Smith, Johnson and Brooks",Restaurant,Hanoi
1872,"Thomas, Smith and Vargas",Coffee,Can Tho
1873,Willis Inc,Hotel,Ho Chi Minh
1874,Willis-Smith,Restaurant,Hai Phong
1875,Edwards Group,Shopping,Can Tho
1876,Hill Ltd,Fuel,Da Nang
1877,Kim PLC,Restaurant,Da Nang
1878,"Bautista, Cobb and Jordan",Fuel,Hanoi
1879,Garcia-Lawson,Airline,Hue
1880,Ellison-Guzman,Restaurant,Can Tho
1881,Adkins-Davis,Shopping,Da Nang
1882,Hill PLC,Supermarket,Can Tho
1883,"Norman, Garcia and Perez",Shopping,Da Nang
1884,Lopez PLC,Hotel,Hai Phong
1885,"Webb, Murray and Lee",Hotel,Hanoi
1886,"Newton, Wiggins and Garcia",Airline,Ho Chi Minh
1887,Decker Ltd,Supermarket,Hanoi
1888,Hardy PLC,Fuel,Can Tho
1889,Smith and Sons,Airline,Ho Chi Minh
1890,Smith PLC,Supermarket,Can Tho
1891,Oliver Group,Airline,Hue
1892,Smith-Curtis,Supermarket,Can Tho
1893,Hahn LLC,Restaurant,Hue
1894,"Escobar, Peck and Wilson",Fuel,Hai Phong
1895,Bennett LLC,Supermarket,Hue
1896,"Smith, Vang and Oneill",Hotel,Can Tho
1897,King-Ritter,Hospital,Can Tho
1898,Smith-Ward,Supermarket,Hai Phong
1899,Black Group,Shopping,Da Nang
1900,Roy-Hamilton,Airline,Hue
1901,Carlson Group,Restaurant,Ho Chi Minh
1902,"Figueroa, Kelly and Holmes",Fuel,Hue
1903,Thomas Group,Airline,Hanoi
1904,"Curtis, Collier and Campbell",Shopping,Hai Phong
1905,Cummings-Tyler,Restaurant,Hai Phong
1906,Clay and Sons,Fuel,Hai Phong
1907,Hodges Inc,Coffee,Hanoi
1908,Thompson-Sweeney,Fuel,Hue
1909,Brown-Cox,Hospital,Can Tho
1910,Johnson-Brown,Supermarket,Hanoi
1911,Harrell PLC,Hospital,Hanoi
1912,"Henry, Wilson and Mitchell",Restaurant,Ho Chi Minh
1913,"Archer, Williams and Cardenas",Shopping,Hanoi
1914,Herrera-Jacobs,Shopping,Hai Phong
1915,"Wu, Griffin and Ross",Coffee,Da Nang
1916,Pham PLC,Coffee,Hai Phong
1917,"Day, Warren and Hodge",Shopping,Da Nang
1918,Lynch and Sons,Hotel,Hue
1919,"Taylor, Montgomery and Warner",Airline,Hue
1920,"Cooke, Kelley and Alvarez",Shopping,Hai Phong
1921,Potter Ltd,Hotel,Hanoi
1922,"Hogan, Young and Watson",Restaurant,Hanoi
1923,Todd LLC,Fuel,Hue
1924,"Mitchell, Kramer and Reed",Supermarket,Hanoi
1925,Gomez-Lara,Hotel,Da Nang
1926,Henry-Garcia,Coffee,Ho Chi Minh
1927,"Olson, Bell and Vazquez",Supermarket,Can Tho
1928,"Jones, Hill and Gentry",Hospital,Da Nang
1929,Short Inc,Hotel,Hai Phong
1930,Simpson-Hernandez,Restaurant,Da Nang
1931,"Jones, Garcia and Moody",Coffee,Ho Chi Minh
1932,Jones-Fox,Coffee,Can Tho
1933,Gilbert Ltd,Coffee,Hai Phong
1934,Hood-Owen,Shopping,Ho Chi Minh
1935,Rodriguez-Lee,Restaurant,Da Nang
1936,Robinson-Molina,Hospital,Hue
1937,Velazquez LLC,Airline,Hanoi
1938,Booth-Jackson,Coffee,Ho Chi Minh
1939,"Williams, Jones and Benton",Hospital,Can Tho
1940,Jackson-Reynolds,Coffee,Hue
1941,Delgado-Carr,Shopping,Da Nang
1942,Dominguez Ltd,Hospital,Hai Phong
1943,Allen-Gonzalez,Hotel,Hue
1944,Ramos-Cox,Hotel,Hai Phong
1945,Ayala LLC,Restaurant,Hue
1946,Duncan-Ortiz,Airline,Hanoi
1947,Chan-Stewart,Hotel,Hue
1948,Munoz-Little,Coffee,Da Nang
1949,Rogers-Taylor,Coffee,Da Nang
1950,"Garcia, Ramos and Murphy",Restaurant,Hai Phong
1951,"Lewis, Harvey and Jackson",Hospital,Da Nang
1952,Castro PLC,Shopping,Hanoi
1953,"Barnes, Medina and Vaughan",Hotel,Hai Phong
1954,Mcconnell Inc,Coffee,Hanoi
1955,Rogers-Higgins,Supermarket,Hai Phong
1956,Manning-Harper,Hotel,Da Nang
1957,Miller-Simon,Coffee,Hanoi
1958,"Jordan, Rivas and Andrews",Restaurant,Hanoi
1959,"Hawkins, Foster and Thompson",Hospital,Hai Phong
1960,Avery PLC,Supermarket,Hue
1961,Simpson LLC,Hotel,Can Tho
1962,Bates Ltd,Airline,Ho Chi Minh
1963,"Nelson, Brown and Patton",Restaurant,Hue
1964,Mcdonald PLC,Hospital,Da Nang
1965,Giles-Schwartz,Hotel,Hai Phong
1966,Frank Group,Fuel,Ho Chi Minh
1967,Mccann-Scott,Fuel,Da Nang
1968,Owens-Meyer,Hotel,Da Nang
1969,King-Wells,Hospital,Hai Phong
1970,Hill-Davis,Supermarket,Ho Chi Minh
1971,Brown LLC,Supermarket,Hanoi
1972,White Inc,Hotel,Can Tho
1973,Burns-Williamson,Shopping,Can Tho
1974,Mckenzie Inc,Restaurant,Ho Chi Minh
1975,"Gonzalez, Edwards and Miller",Hospital,Hue
1976,Williams-Walsh,Hotel,Hanoi
1977,Miller Group,Restaurant,Can Tho
1978,"Ramirez, Gay and Wilson",Shopping,Da Nang
1979,Snyder-Stokes,Restaurant,Da Nang
1980,Williams-Smith,Hospital,Hanoi
1981,"Adkins, Petersen and White",Supermarket,Ho Chi Minh
1982,Salazar-Newman,Airline,Can Tho
1983,Smith Inc,Airline,Ho Chi Minh
1984,Harris Group,Coffee,Hue
1985,Spencer-Wood,Hotel,Hue
1986,Bass Group,Coffee,Ho Chi Minh
1987,Robinson Inc,Supermarket,Hai Phong
1988,"Wilson, Smith and Cox",Airline,Ho Chi Minh
1989,Austin-Kelly,Shopping,Can Tho
1990,Anderson Group,Coffee,Can Tho
1991,Miller LLC,Hotel,Da Nang
1992,"Johnson, Cobb and Thomas",Hotel,Ho Chi Minh
1993,Fox Ltd,Hotel,Hue
1994,Jackson Group,Airline,Can Tho
1995,Adams-Jones,Coffee,Hai Phong
1996,"Petty, Gutierrez and Herrera",Airline,Da Nang
1997,Gordon-Brown,Fuel,Hai Phong
1998,Wheeler-Mayer,Restaurant,Hue
1999,Dennis Group,Hotel,Hue
2000,Burnett LLC,Fuel,Hue
